"TIME","GEO","ICHA_HC","INDIC_HE","UNIT","Value","Flag and Footnotes"
"2016","Liechtenstein","In-patient care","Discharges","Number","2 185.00",""
"2016","Liechtenstein","In-patient care","In-patient average length of stay (in days)","Number","5.79",""
"2016","Liechtenstein","In-patient care","Bed-days","Number",":",""
"2016","Norway","Services of curative care","Discharges","Number","828 192.00",""
"2016","Norway","Services of curative care","In-patient average length of stay (in days)","Number","6.10",""
"2016","Norway","Services of curative care","Bed-days","Number",":",""
"2016","Norway","In-patient care","Discharges","Number","858 580.00",""
"2016","Norway","In-patient care","In-patient average length of stay (in days)","Number","6.90",""
"2016","Norway","In-patient care","Bed-days","Number",":",""
"2016","Switzerland","Services of curative care","Discharges","Number","1 332 453.00",""
"2016","Switzerland","Services of curative care","In-patient average length of stay (in days)","Number","7.07",""
"2016","Switzerland","Services of curative care","Bed-days","Number","9 425 429.00",""
"2016","Switzerland","In-patient care","Discharges","Number","1 442 443.00",""
"2016","Switzerland","In-patient care","In-patient average length of stay (in days)","Number","8.32",""
"2016","Switzerland","In-patient care","Bed-days","Number",":",""
"2016","United Kingdom","Services of curative care","Discharges","Number","8 217 961.78",""
"2016","United Kingdom","Services of curative care","In-patient average length of stay (in days)","Number","6.04",""
"2016","United Kingdom","Services of curative care","Bed-days","Number",":",""
"2016","United Kingdom","In-patient care","Discharges","Number","8 594 451.00",""
"2016","United Kingdom","In-patient care","In-patient average length of stay (in days)","Number","7.09",""
"2016","United Kingdom","In-patient care","Bed-days","Number",":",""
"2016","Montenegro","Services of curative care","Discharges","Number",":",""
"2016","Montenegro","Services of curative care","In-patient average length of stay (in days)","Number",":",""
"2016","Montenegro","Services of curative care","Bed-days","Number",":",""
"2016","Montenegro","In-patient care","Discharges","Number","73 825.00",""
"2016","Montenegro","In-patient care","In-patient average length of stay (in days)","Number","8.84",""
"2016","Montenegro","In-patient care","Bed-days","Number",":",""
"2016","North Macedonia","Services of curative care","Discharges","Number","206 777.00",""
"2016","North Macedonia","Services of curative care","In-patient average length of stay (in days)","Number","5.76",""
"2016","North Macedonia","Services of curative care","Bed-days","Number",":",""
"2016","North Macedonia","In-patient care","Discharges","Number",":",""
"2016","North Macedonia","In-patient care","In-patient average length of stay (in days)","Number",":",""
"2016","North Macedonia","In-patient care","Bed-days","Number",":",""
"2016","Albania","Services of curative care","Discharges","Number",":",""
"2016","Albania","Services of curative care","In-patient average length of stay (in days)","Number",":",""
"2016","Albania","Services of curative care","Bed-days","Number",":",""
"2016","Albania","In-patient care","Discharges","Number",":",""
"2016","Albania","In-patient care","In-patient average length of stay (in days)","Number",":",""
"2016","Albania","In-patient care","Bed-days","Number",":",""
"2016","Serbia","Services of curative care","Discharges","Number","890 044.00",""
"2016","Serbia","Services of curative care","In-patient average length of stay (in days)","Number","9.10",""
"2016","Serbia","Services of curative care","Bed-days","Number","8 119 220.00",""
"2016","Serbia","In-patient care","Discharges","Number","1 022 359.00",""
"2016","Serbia","In-patient care","In-patient average length of stay (in days)","Number","10.20",""
"2016","Serbia","In-patient care","Bed-days","Number",":",""
"2016","Turkey","Services of curative care","Discharges","Number","13 267 188.00",""
"2016","Turkey","Services of curative care","In-patient average length of stay (in days)","Number","3.98",""
"2016","Turkey","Services of curative care","Bed-days","Number","52 785 073.00",""
"2016","Turkey","In-patient care","Discharges","Number","13 307 392.00",""
"2016","Turkey","In-patient care","In-patient average length of stay (in days)","Number","4.00",""
"2016","Turkey","In-patient care","Bed-days","Number",":",""
"2017","European Union - 27 countries (from 2020)","Services of curative care","Discharges","Number",":",""
"2017","European Union - 27 countries (from 2020)","Services of curative care","In-patient average length of stay (in days)","Number",":",""
"2017","European Union - 27 countries (from 2020)","Services of curative care","Bed-days","Number",":",""
"2017","European Union - 27 countries (from 2020)","In-patient care","Discharges","Number",":",""
"2017","European Union - 27 countries (from 2020)","In-patient care","In-patient average length of stay (in days)","Number",":",""
"2017","European Union - 27 countries (from 2020)","In-patient care","Bed-days","Number",":",""
"2017","European Union - 28 countries (2013-2020)","Services of curative care","Discharges","Number",":",""
"2017","European Union - 28 countries (2013-2020)","Services of curative care","In-patient average length of stay (in days)","Number",":",""
"2017","European Union - 28 countries (2013-2020)","Services of curative care","Bed-days","Number",":",""
"2017","European Union - 28 countries (2013-2020)","In-patient care","Discharges","Number",":",""
"2017","European Union - 28 countries (2013-2020)","In-patient care","In-patient average length of stay (in days)","Number",":",""
"2017","European Union - 28 countries (2013-2020)","In-patient care","Bed-days","Number",":",""
"2017","Belgium","Services of curative care","Discharges","Number","1 864 887.00",""
"2017","Belgium","Services of curative care","In-patient average length of stay (in days)","Number","6.60",""
"2017","Belgium","Services of curative care","Bed-days","Number","12 380 653.00",""
"2017","Belgium","In-patient care","Discharges","Number","1 880 131.00",""
"2017","Belgium","In-patient care","In-patient average length of stay (in days)","Number","7.30",""
"2017","Belgium","In-patient care","Bed-days","Number",":",""
"2017","Bulgaria","Services of curative care","Discharges","Number",":",""
"2017","Bulgaria","Services of curative care","In-patient average length of stay (in days)","Number",":",""
"2017","Bulgaria","Services of curative care","Bed-days","Number",":",""
"2017","Bulgaria","In-patient care","Discharges","Number","2 331 264.00",""
"2017","Bulgaria","In-patient care","In-patient average length of stay (in days)","Number","5.30",""
"2017","Bulgaria","In-patient care","Bed-days","Number",":",""
"2017","Czechia","Services of curative care","Discharges","Number","1 925 474.00",""
"2017","Czechia","Services of curative care","In-patient average length of stay (in days)","Number","5.78",""
"2017","Czechia","Services of curative care","Bed-days","Number","11 130 719.00",""
"2017","Czechia","In-patient care","Discharges","Number","2 099 139.00",""
"2017","Czechia","In-patient care","In-patient average length of stay (in days)","Number","9.30",""
"2017","Czechia","In-patient care","Bed-days","Number",":",""
"2017","Denmark","Services of curative care","Discharges","Number",":",""
"2017","Denmark","Services of curative care","In-patient average length of stay (in days)","Number",":",""
"2017","Denmark","Services of curative care","Bed-days","Number",":",""
"2017","Denmark","In-patient care","Discharges","Number","814 169.00","b"
"2017","Denmark","In-patient care","In-patient average length of stay (in days)","Number","6.00","b"
"2017","Denmark","In-patient care","Bed-days","Number",":",""
"2017","Germany (until 1990 former territory of the FRG)","Services of curative care","Discharges","Number","19 387 340.00",""
"2017","Germany (until 1990 former territory of the FRG)","Services of curative care","In-patient average length of stay (in days)","Number","7.50",""
"2017","Germany (until 1990 former territory of the FRG)","Services of curative care","Bed-days","Number","144 759 936.00",""
"2017","Germany (until 1990 former territory of the FRG)","In-patient care","Discharges","Number","21 059 705.00",""
"2017","Germany (until 1990 former territory of the FRG)","In-patient care","In-patient average length of stay (in days)","Number","8.90",""
"2017","Germany (until 1990 former territory of the FRG)","In-patient care","Bed-days","Number",":",""
"2017","Estonia","Services of curative care","Discharges","Number","190 992.00",""
"2017","Estonia","Services of curative care","In-patient average length of stay (in days)","Number","6.10",""
"2017","Estonia","Services of curative care","Bed-days","Number","1 165 779.00",""
"2017","Estonia","In-patient care","Discharges","Number","213 622.00",""
"2017","Estonia","In-patient care","In-patient average length of stay (in days)","Number","7.60",""
"2017","Estonia","In-patient care","Bed-days","Number",":",""
"2017","Ireland","Services of curative care","Discharges","Number","647 547.00",""
"2017","Ireland","Services of curative care","In-patient average length of stay (in days)","Number","5.90",""
"2017","Ireland","Services of curative care","Bed-days","Number","3 805 381.00",""
"2017","Ireland","In-patient care","Discharges","Number","653 634.00",""
"2017","Ireland","In-patient care","In-patient average length of stay (in days)","Number","6.10",""
"2017","Ireland","In-patient care","Bed-days","Number",":",""
"2017","Greece","Services of curative care","Discharges","Number",":",""
"2017","Greece","Services of curative care","In-patient average length of stay (in days)","Number",":",""
"2017","Greece","Services of curative care","Bed-days","Number",":",""
