"TIME","GEO","UNIT","SEX","ICD10","Value","Value_imp"
2016,"Luxembourg","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)",95,FALSE
2016,"Luxembourg","Number","Total","Pneumonia, organism unspecified",86,FALSE
2016,"Hungary","Number","Total","Certain infectious diseases (A00-A40, A42-B99)",686,FALSE
2016,"Hungary","Number","Total","Other sepsis",74,FALSE
2016,"Hungary","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)",3005,FALSE
2016,"Hungary","Number","Total","Pneumonia, organism unspecified",366,FALSE
2016,"Malta","Number","Total","Certain infectious diseases (A00-A40, A42-B99)",15,FALSE
2016,"Malta","Number","Total","Other sepsis",21,FALSE
2016,"Malta","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)",143,FALSE
2016,"Malta","Number","Total","Pneumonia, organism unspecified",92,FALSE
2016,"Netherlands","Number","Total","Certain infectious diseases (A00-A40, A42-B99)",1529,FALSE
2016,"Netherlands","Number","Total","Other sepsis",1543,FALSE
2016,"Netherlands","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)",3362,FALSE
2016,"Netherlands","Number","Total","Pneumonia, organism unspecified",3074,FALSE
2016,"Austria","Number","Total","Certain infectious diseases (A00-A40, A42-B99)",667,FALSE
2016,"Austria","Number","Total","Other sepsis",221,FALSE
2016,"Austria","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)",1279,FALSE
2016,"Austria","Number","Total","Pneumonia, organism unspecified",932,FALSE
2016,"Poland","Number","Total","Certain infectious diseases (A00-A40, A42-B99)",1768,FALSE
2016,"Poland","Number","Total","Other sepsis",165,FALSE
2016,"Poland","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)",9418,FALSE
2016,"Poland","Number","Total","Pneumonia, organism unspecified",9580,FALSE
2016,"Portugal","Number","Total","Certain infectious diseases (A00-A40, A42-B99)",1123,FALSE
2016,"Portugal","Number","Total","Other sepsis",879,FALSE
2016,"Portugal","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)",5336,FALSE
2016,"Portugal","Number","Total","Pneumonia, organism unspecified",5472,FALSE
2016,"Romania","Number","Total","Certain infectious diseases (A00-A40, A42-B99)",1623,FALSE
2016,"Romania","Number","Total","Other sepsis",1517,FALSE
2016,"Romania","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)",3248,FALSE
2016,"Romania","Number","Total","Pneumonia, organism unspecified",6521,FALSE
2016,"Slovenia","Number","Total","Certain infectious diseases (A00-A40, A42-B99)",38,FALSE
2016,"Slovenia","Number","Total","Other sepsis",92,FALSE
2016,"Slovenia","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)",568,FALSE
2016,"Slovenia","Number","Total","Pneumonia, organism unspecified",475,FALSE
2016,"Slovakia","Number","Total","Certain infectious diseases (A00-A40, A42-B99)",212,FALSE
2016,"Slovakia","Number","Total","Other sepsis",316,FALSE
2016,"Slovakia","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)",1489,FALSE
2016,"Slovakia","Number","Total","Pneumonia, organism unspecified",1459,FALSE
2016,"Finland","Number","Total","Certain infectious diseases (A00-A40, A42-B99)",166,FALSE
2016,"Finland","Number","Total","Other sepsis",87,FALSE
2016,"Finland","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)",776,FALSE
2016,"Finland","Number","Total","Pneumonia, organism unspecified",117,FALSE
2016,"Sweden","Number","Total","Certain infectious diseases (A00-A40, A42-B99)",1289,FALSE
2016,"Sweden","Number","Total","Other sepsis",740,FALSE
2016,"Sweden","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)",1552,FALSE
2016,"Sweden","Number","Total","Pneumonia, organism unspecified",1742,FALSE
2016,"Iceland","Number","Total","Certain infectious diseases (A00-A40, A42-B99)",9,FALSE
2016,"Iceland","Number","Total","Other sepsis",7,FALSE
2016,"Iceland","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)",36,FALSE
2016,"Iceland","Number","Total","Pneumonia, organism unspecified",60,FALSE
2016,"Liechtenstein","Number","Total","Certain infectious diseases (A00-A40, A42-B99)",4,FALSE
2016,"Liechtenstein","Number","Total","Other sepsis",2,FALSE
2016,"Liechtenstein","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)",4,FALSE
2016,"Liechtenstein","Number","Total","Pneumonia, organism unspecified",21,FALSE
2016,"Norway","Number","Total","Certain infectious diseases (A00-A40, A42-B99)",610,FALSE
2016,"Norway","Number","Total","Other sepsis",249,FALSE
2016,"Norway","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)",933,FALSE
2016,"Norway","Number","Total","Pneumonia, organism unspecified",1526,FALSE
2016,"Switzerland","Number","Total","Certain infectious diseases (A00-A40, A42-B99)",581,FALSE
2016,"Switzerland","Number","Total","Other sepsis",184,FALSE
2016,"Switzerland","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)",1774,FALSE
2016,"Switzerland","Number","Total","Pneumonia, organism unspecified",1106,FALSE
2016,"United Kingdom","Number","Total","Certain infectious diseases (A00-A40, A42-B99)",3518,FALSE
2016,"United Kingdom","Number","Total","Other sepsis",3174,FALSE
2016,"United Kingdom","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)",21470,FALSE
2016,"United Kingdom","Number","Total","Pneumonia, organism unspecified",29746,FALSE
2016,"Serbia","Number","Total","Certain infectious diseases (A00-A40, A42-B99)",328,FALSE
2016,"Serbia","Number","Total","Other sepsis",247,FALSE
2016,"Serbia","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)",1316,FALSE
2016,"Serbia","Number","Total","Pneumonia, organism unspecified",1022,FALSE
2016,"Turkey","Number","Total","Certain infectious diseases (A00-A40, A42-B99)",2568,FALSE
2016,"Turkey","Number","Total","Other sepsis",6056,FALSE
2016,"Turkey","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)",10753,FALSE
2016,"Turkey","Number","Total","Pneumonia, organism unspecified",12053,FALSE
2017,"European Union - 27 countries (from 2020)","Number","Total","Certain infectious diseases (A00-A40, A42-B99)",38300,TRUE
2017,"European Union - 27 countries (from 2020)","Number","Total","Other sepsis",37061,TRUE
2017,"European Union - 27 countries (from 2020)","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)",109346,TRUE
2017,"European Union - 27 countries (from 2020)","Number","Total","Pneumonia, organism unspecified",91955,TRUE
2017,"European Union - 28 countries (2013-2020)","Number","Total","Certain infectious diseases (A00-A40, A42-B99)",41818,TRUE
2017,"European Union - 28 countries (2013-2020)","Number","Total","Other sepsis",39800,TRUE
2017,"European Union - 28 countries (2013-2020)","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)",130816,TRUE
2017,"European Union - 28 countries (2013-2020)","Number","Total","Pneumonia, organism unspecified",121701,TRUE
2017,"Belgium","Number","Total","Certain infectious diseases (A00-A40, A42-B99)",1628,FALSE
2017,"Belgium","Number","Total","Other sepsis",713,FALSE
2017,"Belgium","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)",3876,FALSE
2017,"Belgium","Number","Total","Pneumonia, organism unspecified",4180,FALSE
2017,"Bulgaria","Number","Total","Certain infectious diseases (A00-A40, A42-B99)",225,FALSE
2017,"Bulgaria","Number","Total","Other sepsis",479,FALSE
2017,"Bulgaria","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)",1345,FALSE
2017,"Bulgaria","Number","Total","Pneumonia, organism unspecified",1151,FALSE
2017,"Czechia","Number","Total","Certain infectious diseases (A00-A40, A42-B99)",570,FALSE
2017,"Czechia","Number","Total","Other sepsis",1507,FALSE
2017,"Czechia","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)",2986,FALSE
2017,"Czechia","Number","Total","Pneumonia, organism unspecified",2934,FALSE
2017,"Denmark","Number","Total","Certain infectious diseases (A00-A40, A42-B99)",599,FALSE
2017,"Denmark","Number","Total","Other sepsis",405,FALSE
2017,"Denmark","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)",1960,FALSE
2017,"Denmark","Number","Total","Pneumonia, organism unspecified",766,FALSE
2017,"Germany (until 1990 former territory of the FRG)","Number","Total","Certain infectious diseases (A00-A40, A42-B99)",9960,FALSE
2017,"Germany (until 1990 former territory of the FRG)","Number","Total","Other sepsis",7364,FALSE
2017,"Germany (until 1990 former territory of the FRG)","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)",18690,FALSE
2017,"Germany (until 1990 former territory of the FRG)","Number","Total","Pneumonia, organism unspecified",19143,FALSE
2017,"Estonia","Number","Total","Certain infectious diseases (A00-A40, A42-B99)",114,FALSE
2017,"Estonia","Number","Total","Other sepsis",38,FALSE
2017,"Estonia","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)",413,FALSE
2017,"Estonia","Number","Total","Pneumonia, organism unspecified",101,FALSE
2017,"Ireland","Number","Total","Certain infectious diseases (A00-A40, A42-B99)",180,FALSE
2017,"Ireland","Number","Total","Other sepsis",97,FALSE
2017,"Ireland","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)",738,FALSE
2017,"Ireland","Number","Total","Pneumonia, organism unspecified",1079,FALSE
2017,"Greece","Number","Total","Certain infectious diseases (A00-A40, A42-B99)",431,FALSE
2017,"Greece","Number","Total","Other sepsis",3734,FALSE
2017,"Greece","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)",7860,FALSE
2017,"Greece","Number","Total","Pneumonia, organism unspecified",1161,FALSE
2017,"Spain","Number","Total","Certain infectious diseases (A00-A40, A42-B99)",3065,FALSE
2017,"Spain","Number","Total","Other sepsis",3754,FALSE
2017,"Spain","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)",16445,FALSE
