"TIME","GEO","OWNER","UNIT","Value","Flag and Footnotes"
"2016","Spain","Not-for-profit private ownership","Inhabitants per ...","2 750.70",""
"2016","Spain","Not-for-profit private ownership","Per hundred thousand inhabitants","36.35",""
"2016","Spain","For-profit private ownership","Number","26 328.00",""
"2016","Spain","For-profit private ownership","Inhabitants per ...","1 765.58",""
"2016","Spain","For-profit private ownership","Per hundred thousand inhabitants","56.64",""
"2016","France","Public ownership","Number","250 104.00",""
"2016","France","Public ownership","Inhabitants per ...","266.77",""
"2016","France","Public ownership","Per hundred thousand inhabitants","374.85",""
"2016","France","Not-for-profit private ownership","Number","56 994.00",""
"2016","France","Not-for-profit private ownership","Inhabitants per ...","1 170.67",""
"2016","France","Not-for-profit private ownership","Per hundred thousand inhabitants","85.42",""
"2016","France","For-profit private ownership","Number","97 150.00",""
"2016","France","For-profit private ownership","Inhabitants per ...","686.79",""
"2016","France","For-profit private ownership","Per hundred thousand inhabitants","145.61",""
"2016","Croatia","Public ownership","Number","22 508.00",""
"2016","Croatia","Public ownership","Inhabitants per ...","185.38",""
"2016","Croatia","Public ownership","Per hundred thousand inhabitants","539.44",""
"2016","Croatia","Not-for-profit private ownership","Number","140.00",""
"2016","Croatia","Not-for-profit private ownership","Inhabitants per ...","29 803.15",""
"2016","Croatia","Not-for-profit private ownership","Per hundred thousand inhabitants","3.36",""
"2016","Croatia","For-profit private ownership","Number","269.00",""
"2016","Croatia","For-profit private ownership","Inhabitants per ...","15 510.93",""
"2016","Croatia","For-profit private ownership","Per hundred thousand inhabitants","6.45",""
"2016","Italy","Public ownership","Number","129 082.00",""
"2016","Italy","Public ownership","Inhabitants per ...","469.68",""
"2016","Italy","Public ownership","Per hundred thousand inhabitants","212.91",""
"2016","Italy","Not-for-profit private ownership","Number","7 406.00",""
"2016","Italy","Not-for-profit private ownership","Inhabitants per ...","8 186.27",""
"2016","Italy","Not-for-profit private ownership","Per hundred thousand inhabitants","12.22",""
"2016","Italy","For-profit private ownership","Number","55 827.00",""
"2016","Italy","For-profit private ownership","Inhabitants per ...","1 085.99",""
"2016","Italy","For-profit private ownership","Per hundred thousand inhabitants","92.08",""
"2016","Cyprus","Public ownership","Number","1 562.00",""
"2016","Cyprus","Public ownership","Inhabitants per ...","545.17",""
"2016","Cyprus","Public ownership","Per hundred thousand inhabitants","183.43",""
"2016","Cyprus","Not-for-profit private ownership","Number","0.00",""
"2016","Cyprus","Not-for-profit private ownership","Inhabitants per ...",":",""
"2016","Cyprus","Not-for-profit private ownership","Per hundred thousand inhabitants","0.00",""
"2016","Cyprus","For-profit private ownership","Number","1 356.00",""
"2016","Cyprus","For-profit private ownership","Inhabitants per ...","627.99",""
"2016","Cyprus","For-profit private ownership","Per hundred thousand inhabitants","159.24",""
"2016","Latvia","Public ownership","Number","10 089.00",""
"2016","Latvia","Public ownership","Inhabitants per ...","194.23",""
"2016","Latvia","Public ownership","Per hundred thousand inhabitants","514.87",""
"2016","Latvia","Not-for-profit private ownership","Number","0.00",""
"2016","Latvia","Not-for-profit private ownership","Inhabitants per ...",":",""
"2016","Latvia","Not-for-profit private ownership","Per hundred thousand inhabitants","0.00",""
"2016","Latvia","For-profit private ownership","Number","1 119.00",""
"2016","Latvia","For-profit private ownership","Inhabitants per ...","1 751.15",""
"2016","Latvia","For-profit private ownership","Per hundred thousand inhabitants","57.11",""
"2016","Lithuania","Public ownership","Number","19 032.00",""
"2016","Lithuania","Public ownership","Inhabitants per ...","150.71",""
"2016","Lithuania","Public ownership","Per hundred thousand inhabitants","663.54",""
"2016","Lithuania","Not-for-profit private ownership","Number","0.00",""
"2016","Lithuania","Not-for-profit private ownership","Inhabitants per ...",":",""
"2016","Lithuania","Not-for-profit private ownership","Per hundred thousand inhabitants","0.00",""
"2016","Lithuania","For-profit private ownership","Number","161.00",""
"2016","Lithuania","For-profit private ownership","Inhabitants per ...","17 815.10",""
"2016","Lithuania","For-profit private ownership","Per hundred thousand inhabitants","5.61",""
"2016","Hungary","Public ownership","Number",":",""
"2016","Hungary","Public ownership","Inhabitants per ...",":",""
"2016","Hungary","Public ownership","Per hundred thousand inhabitants",":",""
"2016","Hungary","Not-for-profit private ownership","Number",":",""
"2016","Hungary","Not-for-profit private ownership","Inhabitants per ...",":",""
"2016","Hungary","Not-for-profit private ownership","Per hundred thousand inhabitants",":",""
"2016","Hungary","For-profit private ownership","Number",":",""
"2016","Hungary","For-profit private ownership","Inhabitants per ...",":",""
"2016","Hungary","For-profit private ownership","Per hundred thousand inhabitants",":",""
"2016","Malta","Public ownership","Number","2 005.00",""
"2016","Malta","Public ownership","Inhabitants per ...","227.11",""
"2016","Malta","Public ownership","Per hundred thousand inhabitants","440.31",""
"2016","Malta","Not-for-profit private ownership","Number","0.00",""
"2016","Malta","Not-for-profit private ownership","Inhabitants per ...",":",""
"2016","Malta","Not-for-profit private ownership","Per hundred thousand inhabitants","0.00",""
"2016","Malta","For-profit private ownership","Number","122.00",""
"2016","Malta","For-profit private ownership","Inhabitants per ...","3 732.43",""
"2016","Malta","For-profit private ownership","Per hundred thousand inhabitants","26.79",""
"2016","Netherlands","Public ownership","Number",":",""
"2016","Netherlands","Public ownership","Inhabitants per ...",":",""
"2016","Netherlands","Public ownership","Per hundred thousand inhabitants",":",""
"2016","Netherlands","Not-for-profit private ownership","Number","58 090.00",""
"2016","Netherlands","Not-for-profit private ownership","Inhabitants per ...","293.17",""
"2016","Netherlands","Not-for-profit private ownership","Per hundred thousand inhabitants","341.10",""
"2016","Netherlands","For-profit private ownership","Number",":",""
"2016","Netherlands","For-profit private ownership","Inhabitants per ...",":",""
"2016","Netherlands","For-profit private ownership","Per hundred thousand inhabitants",":",""
"2016","Austria","Public ownership","Number","44 910.00",""
"2016","Austria","Public ownership","Inhabitants per ...","194.54",""
"2016","Austria","Public ownership","Per hundred thousand inhabitants","514.04",""
"2016","Austria","Not-for-profit private ownership","Number","11 185.00",""
"2016","Austria","Not-for-profit private ownership","Inhabitants per ...","781.11",""
"2016","Austria","Not-for-profit private ownership","Per hundred thousand inhabitants","128.02",""
"2016","Austria","For-profit private ownership","Number","8 743.00",""
"2016","Austria","For-profit private ownership","Inhabitants per ...","999.28",""
"2016","Austria","For-profit private ownership","Per hundred thousand inhabitants","100.07",""
"2016","Poland","Public ownership","Number",":",""
"2016","Poland","Public ownership","Inhabitants per ...",":",""
"2016","Poland","Public ownership","Per hundred thousand inhabitants",":",""
"2016","Poland","Not-for-profit private ownership","Number",":",""
"2016","Poland","Not-for-profit private ownership","Inhabitants per ...",":",""
"2016","Poland","Not-for-profit private ownership","Per hundred thousand inhabitants",":",""
"2016","Poland","For-profit private ownership","Number",":",""
"2016","Poland","For-profit private ownership","Inhabitants per ...",":",""
"2016","Poland","For-profit private ownership","Per hundred thousand inhabitants",":",""
"2016","Portugal","Public ownership","Number","24 056.00",""
"2016","Portugal","Public ownership","Inhabitants per ...","429.23",""
"2016","Portugal","Public ownership","Per hundred thousand inhabitants","232.98",""
"2016","Portugal","Not-for-profit private ownership","Number","7 222.00",""
"2016","Portugal","Not-for-profit private ownership","Inhabitants per ...","1 429.72",""
"2016","Portugal","Not-for-profit private ownership","Per hundred thousand inhabitants","69.94",""
"2016","Portugal","For-profit private ownership","Number","3 759.00",""
"2016","Portugal","For-profit private ownership","Inhabitants per ...","2 746.86",""
"2016","Portugal","For-profit private ownership","Per hundred thousand inhabitants","36.41",""
"2016","Romania","Public ownership","Number","127 350.00",""
"2016","Romania","Public ownership","Inhabitants per ...","154.71",""
"2016","Romania","Public ownership","Per hundred thousand inhabitants","646.37",""
"2016","Romania","Not-for-profit private ownership","Number","530.00",""
"2016","Romania","Not-for-profit private ownership","Inhabitants per ...","37 174.47",""
"2016","Romania","Not-for-profit private ownership","Per hundred thousand inhabitants","2.69",""
"2016","Romania","For-profit private ownership","Number","6 883.00",""
"2016","Romania","For-profit private ownership","Inhabitants per ...","2 862.48",""
"2016","Romania","For-profit private ownership","Per hundred thousand inhabitants","34.93",""
"2016","Slovenia","Public ownership","Number","9 165.00",""
"2016","Slovenia","Public ownership","Inhabitants per ...","225.32",""
"2016","Slovenia","Public ownership","Per hundred thousand inhabitants","443.82",""
"2016","Slovenia","Not-for-profit private ownership","Number","0.00",""
"2016","Slovenia","Not-for-profit private ownership","Inhabitants per ...",":",""
"2016","Slovenia","Not-for-profit private ownership","Per hundred thousand inhabitants","0.00",""
"2016","Slovenia","For-profit private ownership","Number","101.00",""
"2016","Slovenia","For-profit private ownership","Inhabitants per ...","20 445.96",""
"2016","Slovenia","For-profit private ownership","Per hundred thousand inhabitants","4.89",""
"2016","Finland","Public ownership","Number","20 798.00",""
"2016","Finland","Public ownership","Inhabitants per ...","264.22",""
"2016","Finland","Public ownership","Per hundred thousand inhabitants","378.47",""
"2016","Finland","Not-for-profit private ownership","Number",":",""
"2016","Finland","Not-for-profit private ownership","Inhabitants per ...",":",""
"2016","Finland","Not-for-profit private ownership","Per hundred thousand inhabitants",":",""
"2016","Finland","For-profit private ownership","Number","1 037.00",""
"2016","Finland","For-profit private ownership","Inhabitants per ...","5 299.23",""
"2016","Finland","For-profit private ownership","Per hundred thousand inhabitants","18.87",""
"2016","Iceland","Public ownership","Number","1 051.00",""
"2016","Iceland","Public ownership","Inhabitants per ...","319.16",""
"2016","Iceland","Public ownership","Per hundred thousand inhabitants","313.32",""
"2016","Iceland","Not-for-profit private ownership","Number","0.00",""
"2016","Iceland","Not-for-profit private ownership","Inhabitants per ...",":",""
"2016","Iceland","Not-for-profit private ownership","Per hundred thousand inhabitants","0.00",""
"2016","Iceland","For-profit private ownership","Number","0.00",""
