"TIME","GEO","UNIT","FACILITY","ICHA_HP","Value","Flag and Footnotes"
"2015","Ireland","Per hundred thousand inhabitants","Gamma cameras","Providers of ambulatory health care","0.00",""
"2015","Ireland","Per hundred thousand inhabitants","Angiography units","Hospitals and providers of ambulatory health care",":",""
"2015","Ireland","Per hundred thousand inhabitants","Angiography units","Hospitals",":",""
"2015","Ireland","Per hundred thousand inhabitants","Angiography units","Providers of ambulatory health care",":",""
"2015","Ireland","Per hundred thousand inhabitants","Lithotriptors","Hospitals and providers of ambulatory health care","0.13",""
"2015","Ireland","Per hundred thousand inhabitants","Lithotriptors","Hospitals",":",""
"2015","Ireland","Per hundred thousand inhabitants","Lithotriptors","Providers of ambulatory health care",":",""
"2015","Greece","Number","Computed Tomography Scanners","Hospitals and providers of ambulatory health care","391.00",""
"2015","Greece","Number","Computed Tomography Scanners","Hospitals","175.00",""
"2015","Greece","Number","Computed Tomography Scanners","Providers of ambulatory health care","216.00",""
"2015","Greece","Number","Magnetic Resonance Imaging Units","Hospitals and providers of ambulatory health care","268.00",""
"2015","Greece","Number","Magnetic Resonance Imaging Units","Hospitals","74.00",""
"2015","Greece","Number","Magnetic Resonance Imaging Units","Providers of ambulatory health care","194.00",""
"2015","Greece","Number","Gamma cameras","Hospitals and providers of ambulatory health care","158.00",""
"2015","Greece","Number","Gamma cameras","Hospitals","62.00",""
"2015","Greece","Number","Gamma cameras","Providers of ambulatory health care","96.00",""
"2015","Greece","Number","Angiography units","Hospitals and providers of ambulatory health care",":",""
"2015","Greece","Number","Angiography units","Hospitals",":",""
"2015","Greece","Number","Angiography units","Providers of ambulatory health care",":",""
"2015","Greece","Number","Lithotriptors","Hospitals and providers of ambulatory health care",":",""
"2015","Greece","Number","Lithotriptors","Hospitals",":",""
"2015","Greece","Number","Lithotriptors","Providers of ambulatory health care",":",""
"2015","Greece","Inhabitants per ...","Computed Tomography Scanners","Hospitals and providers of ambulatory health care","27 674.89",""
"2015","Greece","Inhabitants per ...","Computed Tomography Scanners","Hospitals","61 833.62",""
"2015","Greece","Inhabitants per ...","Computed Tomography Scanners","Providers of ambulatory health care","50 096.68",""
"2015","Greece","Inhabitants per ...","Magnetic Resonance Imaging Units","Hospitals and providers of ambulatory health care","40 376.43",""
"2015","Greece","Inhabitants per ...","Magnetic Resonance Imaging Units","Hospitals","146 228.15",""
"2015","Greece","Inhabitants per ...","Magnetic Resonance Imaging Units","Providers of ambulatory health care","55 777.75",""
"2015","Greece","Inhabitants per ...","Gamma cameras","Hospitals and providers of ambulatory health care","68 486.60",""
"2015","Greece","Inhabitants per ...","Gamma cameras","Hospitals","174 530.37",""
"2015","Greece","Inhabitants per ...","Gamma cameras","Providers of ambulatory health care","112 717.53",""
"2015","Greece","Inhabitants per ...","Angiography units","Hospitals and providers of ambulatory health care",":",""
"2015","Greece","Inhabitants per ...","Angiography units","Hospitals",":",""
"2015","Greece","Inhabitants per ...","Angiography units","Providers of ambulatory health care",":",""
"2015","Greece","Inhabitants per ...","Lithotriptors","Hospitals and providers of ambulatory health care",":",""
"2015","Greece","Inhabitants per ...","Lithotriptors","Hospitals",":",""
"2015","Greece","Inhabitants per ...","Lithotriptors","Providers of ambulatory health care",":",""
"2015","Greece","Per hundred thousand inhabitants","Computed Tomography Scanners","Hospitals and providers of ambulatory health care","3.61",""
"2015","Greece","Per hundred thousand inhabitants","Computed Tomography Scanners","Hospitals","1.62",""
"2015","Greece","Per hundred thousand inhabitants","Computed Tomography Scanners","Providers of ambulatory health care","2.00",""
"2015","Greece","Per hundred thousand inhabitants","Magnetic Resonance Imaging Units","Hospitals and providers of ambulatory health care","2.48",""
"2015","Greece","Per hundred thousand inhabitants","Magnetic Resonance Imaging Units","Hospitals","0.68",""
"2015","Greece","Per hundred thousand inhabitants","Magnetic Resonance Imaging Units","Providers of ambulatory health care","1.79",""
"2015","Greece","Per hundred thousand inhabitants","Gamma cameras","Hospitals and providers of ambulatory health care","1.46",""
"2015","Greece","Per hundred thousand inhabitants","Gamma cameras","Hospitals","0.57",""
"2015","Greece","Per hundred thousand inhabitants","Gamma cameras","Providers of ambulatory health care","0.89",""
"2015","Greece","Per hundred thousand inhabitants","Angiography units","Hospitals and providers of ambulatory health care",":",""
"2015","Greece","Per hundred thousand inhabitants","Angiography units","Hospitals",":",""
"2015","Greece","Per hundred thousand inhabitants","Angiography units","Providers of ambulatory health care",":",""
"2015","Greece","Per hundred thousand inhabitants","Lithotriptors","Hospitals and providers of ambulatory health care",":",""
"2015","Greece","Per hundred thousand inhabitants","Lithotriptors","Hospitals",":",""
"2015","Greece","Per hundred thousand inhabitants","Lithotriptors","Providers of ambulatory health care",":",""
"2015","Spain","Number","Computed Tomography Scanners","Hospitals and providers of ambulatory health care","837.00",""
"2015","Spain","Number","Computed Tomography Scanners","Hospitals","738.00",""
"2015","Spain","Number","Computed Tomography Scanners","Providers of ambulatory health care","99.00",""
"2015","Spain","Number","Magnetic Resonance Imaging Units","Hospitals and providers of ambulatory health care","736.00",""
"2015","Spain","Number","Magnetic Resonance Imaging Units","Hospitals","526.00",""
"2015","Spain","Number","Magnetic Resonance Imaging Units","Providers of ambulatory health care","210.00",""
"2015","Spain","Number","Gamma cameras","Hospitals and providers of ambulatory health care","304.00",""
"2015","Spain","Number","Gamma cameras","Hospitals","281.00",""
"2015","Spain","Number","Gamma cameras","Providers of ambulatory health care","23.00",""
"2015","Spain","Number","Angiography units","Hospitals and providers of ambulatory health care","267.00",""
"2015","Spain","Number","Angiography units","Hospitals","248.00",""
"2015","Spain","Number","Angiography units","Providers of ambulatory health care","19.00",""
"2015","Spain","Number","Lithotriptors","Hospitals and providers of ambulatory health care","87.00",""
"2015","Spain","Number","Lithotriptors","Hospitals","86.00",""
"2015","Spain","Number","Lithotriptors","Providers of ambulatory health care","1.00",""
"2015","Spain","Inhabitants per ...","Computed Tomography Scanners","Hospitals and providers of ambulatory health care","55 489.64",""
"2015","Spain","Inhabitants per ...","Computed Tomography Scanners","Hospitals","62 933.38",""
"2015","Spain","Inhabitants per ...","Computed Tomography Scanners","Providers of ambulatory health care","469 139.72",""
"2015","Spain","Inhabitants per ...","Magnetic Resonance Imaging Units","Hospitals and providers of ambulatory health care","63 104.39",""
"2015","Spain","Inhabitants per ...","Magnetic Resonance Imaging Units","Hospitals","88 298.16",""
"2015","Spain","Inhabitants per ...","Magnetic Resonance Imaging Units","Providers of ambulatory health care","221 165.87",""
"2015","Spain","Inhabitants per ...","Gamma cameras","Hospitals and providers of ambulatory health care","152 779.05",""
"2015","Spain","Inhabitants per ...","Gamma cameras","Hospitals","165 284.10",""
"2015","Spain","Inhabitants per ...","Gamma cameras","Providers of ambulatory health care","2 019 340.52",""
"2015","Spain","Inhabitants per ...","Angiography units","Hospitals and providers of ambulatory health care","173 950.68",""
"2015","Spain","Inhabitants per ...","Angiography units","Hospitals","187 277.55",""
"2015","Spain","Inhabitants per ...","Angiography units","Providers of ambulatory health care","2 444 464.84",""
"2015","Spain","Inhabitants per ...","Lithotriptors","Hospitals and providers of ambulatory health care","533 848.64",""
"2015","Spain","Inhabitants per ...","Lithotriptors","Hospitals","540 056.19",""
"2015","Spain","Inhabitants per ...","Lithotriptors","Providers of ambulatory health care","46 444 832.00",""
"2015","Spain","Per hundred thousand inhabitants","Computed Tomography Scanners","Hospitals and providers of ambulatory health care","1.80",""
"2015","Spain","Per hundred thousand inhabitants","Computed Tomography Scanners","Hospitals","1.59",""
"2015","Spain","Per hundred thousand inhabitants","Computed Tomography Scanners","Providers of ambulatory health care","0.21",""
"2015","Spain","Per hundred thousand inhabitants","Magnetic Resonance Imaging Units","Hospitals and providers of ambulatory health care","1.58",""
"2015","Spain","Per hundred thousand inhabitants","Magnetic Resonance Imaging Units","Hospitals","1.13",""
"2015","Spain","Per hundred thousand inhabitants","Magnetic Resonance Imaging Units","Providers of ambulatory health care","0.45",""
"2015","Spain","Per hundred thousand inhabitants","Gamma cameras","Hospitals and providers of ambulatory health care","0.65",""
"2015","Spain","Per hundred thousand inhabitants","Gamma cameras","Hospitals","0.61",""
"2015","Spain","Per hundred thousand inhabitants","Gamma cameras","Providers of ambulatory health care","0.05",""
"2015","Spain","Per hundred thousand inhabitants","Angiography units","Hospitals and providers of ambulatory health care","0.57",""
"2015","Spain","Per hundred thousand inhabitants","Angiography units","Hospitals","0.53",""
"2015","Spain","Per hundred thousand inhabitants","Angiography units","Providers of ambulatory health care","0.04",""
"2015","Spain","Per hundred thousand inhabitants","Lithotriptors","Hospitals and providers of ambulatory health care","0.19",""
"2015","Spain","Per hundred thousand inhabitants","Lithotriptors","Hospitals","0.19",""
"2015","Spain","Per hundred thousand inhabitants","Lithotriptors","Providers of ambulatory health care","0.00",""
"2015","France","Number","Computed Tomography Scanners","Hospitals and providers of ambulatory health care","1 103.00","b"
"2015","France","Number","Computed Tomography Scanners","Hospitals","856.00","b"
"2015","France","Number","Computed Tomography Scanners","Providers of ambulatory health care","247.00","b"
"2015","France","Number","Magnetic Resonance Imaging Units","Hospitals and providers of ambulatory health care","836.00","b"
"2015","France","Number","Magnetic Resonance Imaging Units","Hospitals","585.00","b"
"2015","France","Number","Magnetic Resonance Imaging Units","Providers of ambulatory health care","251.00","b"
"2015","France","Number","Gamma cameras","Hospitals and providers of ambulatory health care","456.00","b"
"2015","France","Number","Gamma cameras","Hospitals","361.00","b"
"2015","France","Number","Gamma cameras","Providers of ambulatory health care","95.00","b"
"2015","France","Number","Angiography units","Hospitals and providers of ambulatory health care",":",""
"2015","France","Number","Angiography units","Hospitals","463.00",""
"2015","France","Number","Angiography units","Providers of ambulatory health care",":",""
"2015","France","Number","Lithotriptors","Hospitals and providers of ambulatory health care",":",""
"2015","France","Number","Lithotriptors","Hospitals","132.00",""
"2015","France","Number","Lithotriptors","Providers of ambulatory health care",":",""
"2015","France","Inhabitants per ...","Computed Tomography Scanners","Hospitals and providers of ambulatory health care","60 333.88","b"
"2015","France","Inhabitants per ...","Computed Tomography Scanners","Hospitals","77 743.31","b"
"2015","France","Inhabitants per ...","Computed Tomography Scanners","Providers of ambulatory health care","269 426.20","b"
