"TIME","GEO","UNIT","SEX","ICD10","Value","Flag and Footnotes"
"2016","Latvia","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)","470",""
"2016","Latvia","Number","Total","Pneumonia, organism unspecified","349",""
"2016","Lithuania","Number","Total","Certain infectious diseases (A00-A40, A42-B99)","357",""
"2016","Lithuania","Number","Total","Other sepsis","441",""
"2016","Lithuania","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)","817",""
"2016","Lithuania","Number","Total","Pneumonia, organism unspecified","484",""
"2016","Luxembourg","Number","Total","Certain infectious diseases (A00-A40, A42-B99)","24",""
"2016","Luxembourg","Number","Total","Other sepsis","29",""
"2016","Luxembourg","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)","95",""
"2016","Luxembourg","Number","Total","Pneumonia, organism unspecified","86",""
"2016","Hungary","Number","Total","Certain infectious diseases (A00-A40, A42-B99)","686",""
"2016","Hungary","Number","Total","Other sepsis","74",""
"2016","Hungary","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)","3 005",""
"2016","Hungary","Number","Total","Pneumonia, organism unspecified","366",""
"2016","Malta","Number","Total","Certain infectious diseases (A00-A40, A42-B99)","15",""
"2016","Malta","Number","Total","Other sepsis","21",""
"2016","Malta","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)","143",""
"2016","Malta","Number","Total","Pneumonia, organism unspecified","92",""
"2016","Netherlands","Number","Total","Certain infectious diseases (A00-A40, A42-B99)","1 529",""
"2016","Netherlands","Number","Total","Other sepsis","1 543",""
"2016","Netherlands","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)","3 362",""
"2016","Netherlands","Number","Total","Pneumonia, organism unspecified","3 074",""
"2016","Austria","Number","Total","Certain infectious diseases (A00-A40, A42-B99)","667",""
"2016","Austria","Number","Total","Other sepsis","221",""
"2016","Austria","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)","1 279",""
"2016","Austria","Number","Total","Pneumonia, organism unspecified","932",""
"2016","Poland","Number","Total","Certain infectious diseases (A00-A40, A42-B99)","1 768",""
"2016","Poland","Number","Total","Other sepsis","165",""
"2016","Poland","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)","9 418",""
"2016","Poland","Number","Total","Pneumonia, organism unspecified","9 580",""
"2016","Portugal","Number","Total","Certain infectious diseases (A00-A40, A42-B99)","1 123",""
"2016","Portugal","Number","Total","Other sepsis","879",""
"2016","Portugal","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)","5 336",""
"2016","Portugal","Number","Total","Pneumonia, organism unspecified","5 472",""
"2016","Romania","Number","Total","Certain infectious diseases (A00-A40, A42-B99)","1 623",""
"2016","Romania","Number","Total","Other sepsis","1 517",""
"2016","Romania","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)","3 248",""
"2016","Romania","Number","Total","Pneumonia, organism unspecified","6 521",""
"2016","Slovenia","Number","Total","Certain infectious diseases (A00-A40, A42-B99)","38",""
"2016","Slovenia","Number","Total","Other sepsis","92",""
"2016","Slovenia","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)","568",""
"2016","Slovenia","Number","Total","Pneumonia, organism unspecified","475",""
"2016","Slovakia","Number","Total","Certain infectious diseases (A00-A40, A42-B99)","212",""
"2016","Slovakia","Number","Total","Other sepsis","316",""
"2016","Slovakia","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)","1 489",""
"2016","Slovakia","Number","Total","Pneumonia, organism unspecified","1 459",""
"2016","Finland","Number","Total","Certain infectious diseases (A00-A40, A42-B99)","166",""
"2016","Finland","Number","Total","Other sepsis","87",""
"2016","Finland","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)","776",""
"2016","Finland","Number","Total","Pneumonia, organism unspecified","117",""
"2016","Sweden","Number","Total","Certain infectious diseases (A00-A40, A42-B99)","1 289",""
"2016","Sweden","Number","Total","Other sepsis","740",""
"2016","Sweden","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)","1 552",""
"2016","Sweden","Number","Total","Pneumonia, organism unspecified","1 742",""
"2016","Iceland","Number","Total","Certain infectious diseases (A00-A40, A42-B99)","9",""
"2016","Iceland","Number","Total","Other sepsis","7",""
"2016","Iceland","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)","36",""
"2016","Iceland","Number","Total","Pneumonia, organism unspecified","60",""
"2016","Liechtenstein","Number","Total","Certain infectious diseases (A00-A40, A42-B99)","4",""
"2016","Liechtenstein","Number","Total","Other sepsis","2",""
"2016","Liechtenstein","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)","4",""
"2016","Liechtenstein","Number","Total","Pneumonia, organism unspecified","21",""
"2016","Norway","Number","Total","Certain infectious diseases (A00-A40, A42-B99)","610",""
"2016","Norway","Number","Total","Other sepsis","249",""
"2016","Norway","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)","933",""
"2016","Norway","Number","Total","Pneumonia, organism unspecified","1 526",""
"2016","Switzerland","Number","Total","Certain infectious diseases (A00-A40, A42-B99)","581",""
"2016","Switzerland","Number","Total","Other sepsis","184",""
"2016","Switzerland","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)","1 774",""
"2016","Switzerland","Number","Total","Pneumonia, organism unspecified","1 106",""
"2016","United Kingdom","Number","Total","Certain infectious diseases (A00-A40, A42-B99)","3 518",""
"2016","United Kingdom","Number","Total","Other sepsis","3 174",""
"2016","United Kingdom","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)","21 470",""
"2016","United Kingdom","Number","Total","Pneumonia, organism unspecified","29 746",""
"2016","Serbia","Number","Total","Certain infectious diseases (A00-A40, A42-B99)","328",""
"2016","Serbia","Number","Total","Other sepsis","247",""
"2016","Serbia","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)","1 316",""
"2016","Serbia","Number","Total","Pneumonia, organism unspecified","1 022",""
"2016","Turkey","Number","Total","Certain infectious diseases (A00-A40, A42-B99)","2 568",""
"2016","Turkey","Number","Total","Other sepsis","6 056",""
"2016","Turkey","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)","10 753",""
"2016","Turkey","Number","Total","Pneumonia, organism unspecified","12 053",""
"2017","European Union - 27 countries (from 2020)","Number","Total","Certain infectious diseases (A00-A40, A42-B99)",":",""
"2017","European Union - 27 countries (from 2020)","Number","Total","Other sepsis",":",""
"2017","European Union - 27 countries (from 2020)","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)",":",""
"2017","European Union - 27 countries (from 2020)","Number","Total","Pneumonia, organism unspecified",":",""
"2017","European Union - 28 countries (2013-2020)","Number","Total","Certain infectious diseases (A00-A40, A42-B99)",":",""
"2017","European Union - 28 countries (2013-2020)","Number","Total","Other sepsis",":",""
"2017","European Union - 28 countries (2013-2020)","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)",":",""
"2017","European Union - 28 countries (2013-2020)","Number","Total","Pneumonia, organism unspecified",":",""
"2017","Belgium","Number","Total","Certain infectious diseases (A00-A40, A42-B99)","1 628",""
"2017","Belgium","Number","Total","Other sepsis","713",""
"2017","Belgium","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)","3 876",""
"2017","Belgium","Number","Total","Pneumonia, organism unspecified","4 180",""
"2017","Bulgaria","Number","Total","Certain infectious diseases (A00-A40, A42-B99)","225",""
"2017","Bulgaria","Number","Total","Other sepsis","479",""
"2017","Bulgaria","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)","1 345",""
"2017","Bulgaria","Number","Total","Pneumonia, organism unspecified","1 151",""
"2017","Czechia","Number","Total","Certain infectious diseases (A00-A40, A42-B99)","570",""
"2017","Czechia","Number","Total","Other sepsis","1 507",""
"2017","Czechia","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)","2 986",""
"2017","Czechia","Number","Total","Pneumonia, organism unspecified","2 934",""
"2017","Denmark","Number","Total","Certain infectious diseases (A00-A40, A42-B99)","599",""
"2017","Denmark","Number","Total","Other sepsis","405",""
"2017","Denmark","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)","1 960",""
"2017","Denmark","Number","Total","Pneumonia, organism unspecified","766",""
"2017","Germany (until 1990 former territory of the FRG)","Number","Total","Certain infectious diseases (A00-A40, A42-B99)","9 960",""
"2017","Germany (until 1990 former territory of the FRG)","Number","Total","Other sepsis","7 364",""
"2017","Germany (until 1990 former territory of the FRG)","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)","18 690",""
"2017","Germany (until 1990 former territory of the FRG)","Number","Total","Pneumonia, organism unspecified","19 143",""
"2017","Estonia","Number","Total","Certain infectious diseases (A00-A40, A42-B99)","114",""
"2017","Estonia","Number","Total","Other sepsis","38",""
"2017","Estonia","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)","413",""
"2017","Estonia","Number","Total","Pneumonia, organism unspecified","101",""
