"TIME","GEO","MORTALIT","SEX","ICD10","UNIT","Value","Flag and Footnotes"
"2015","Croatia","Total","Females","Total","Rate","242.6",""
"2015","Croatia","Preventable mortality","Total","Total","Number","9 487",""
"2015","Croatia","Preventable mortality","Total","Total","Rate","244.34",""
"2015","Croatia","Preventable mortality","Males","Total","Number","6 887",""
"2015","Croatia","Preventable mortality","Males","Total","Rate","381.83",""
"2015","Croatia","Preventable mortality","Females","Total","Number","2 600",""
"2015","Croatia","Preventable mortality","Females","Total","Rate","125.41",""
"2015","Croatia","Treatable mortality","Total","Total","Number","5 722",""
"2015","Croatia","Treatable mortality","Total","Total","Rate","149.37",""
"2015","Croatia","Treatable mortality","Males","Total","Number","3 304",""
"2015","Croatia","Treatable mortality","Males","Total","Rate","187.51",""
"2015","Croatia","Treatable mortality","Females","Total","Number","2 418",""
"2015","Croatia","Treatable mortality","Females","Total","Rate","117.19",""
"2015","Italy","Total","Total","Total","Number","104 076",""
"2015","Italy","Total","Total","Total","Rate","184.92",""
"2015","Italy","Total","Males","Total","Number","66 556",""
"2015","Italy","Total","Males","Total","Rate","247.6",""
"2015","Italy","Total","Females","Total","Number","37 520",""
"2015","Italy","Total","Females","Total","Rate","127.68",""
"2015","Italy","Preventable mortality","Total","Total","Number","64 076",""
"2015","Italy","Preventable mortality","Total","Total","Rate","113.6",""
"2015","Italy","Preventable mortality","Males","Total","Number","45 855.5",""
"2015","Italy","Preventable mortality","Males","Total","Rate","170.04",""
"2015","Italy","Preventable mortality","Females","Total","Number","18 220.5",""
"2015","Italy","Preventable mortality","Females","Total","Rate","61.9",""
"2015","Italy","Treatable mortality","Total","Total","Number","40 000",""
"2015","Italy","Treatable mortality","Total","Total","Rate","71.31",""
"2015","Italy","Treatable mortality","Males","Total","Number","20 700.5",""
"2015","Italy","Treatable mortality","Males","Total","Rate","77.57",""
"2015","Italy","Treatable mortality","Females","Total","Number","19 299.5",""
"2015","Italy","Treatable mortality","Females","Total","Rate","65.79",""
"2015","Cyprus","Total","Total","Total","Number","1 283",""
"2015","Cyprus","Total","Total","Total","Rate","189.74",""
"2015","Cyprus","Total","Males","Total","Number","844",""
"2015","Cyprus","Total","Males","Total","Rate","258.39",""
"2015","Cyprus","Total","Females","Total","Number","439",""
"2015","Cyprus","Total","Females","Total","Rate","126.02",""
"2015","Cyprus","Preventable mortality","Total","Total","Number","752",""
"2015","Cyprus","Preventable mortality","Total","Total","Rate","110.14",""
"2015","Cyprus","Preventable mortality","Males","Total","Number","557",""
"2015","Cyprus","Preventable mortality","Males","Total","Rate","168.48",""
"2015","Cyprus","Preventable mortality","Females","Total","Number","195",""
"2015","Cyprus","Preventable mortality","Females","Total","Rate","55.67",""
"2015","Cyprus","Treatable mortality","Total","Total","Number","531",""
"2015","Cyprus","Treatable mortality","Total","Total","Rate","79.6",""
"2015","Cyprus","Treatable mortality","Males","Total","Number","287",""
"2015","Cyprus","Treatable mortality","Males","Total","Rate","89.91",""
"2015","Cyprus","Treatable mortality","Females","Total","Number","244",""
"2015","Cyprus","Treatable mortality","Females","Total","Rate","70.35",""
"2015","Latvia","Total","Total","Total","Number","9 881",""
"2015","Latvia","Total","Total","Total","Rate","547.82",""
"2015","Latvia","Total","Males","Total","Number","6 522",""
"2015","Latvia","Total","Males","Total","Rate","862.47",""
"2015","Latvia","Total","Females","Total","Number","3 359",""
"2015","Latvia","Total","Females","Total","Rate","318.64",""
"2015","Latvia","Preventable mortality","Total","Total","Number","6 160.5",""
"2015","Latvia","Preventable mortality","Total","Total","Rate","340.9",""
"2015","Latvia","Preventable mortality","Males","Total","Number","4 434.5",""
"2015","Latvia","Preventable mortality","Males","Total","Rate","578.43",""
"2015","Latvia","Preventable mortality","Females","Total","Number","1 726",""
"2015","Latvia","Preventable mortality","Females","Total","Rate","164.97",""
"2015","Latvia","Treatable mortality","Total","Total","Number","3 720.5",""
"2015","Latvia","Treatable mortality","Total","Total","Rate","206.92",""
"2015","Latvia","Treatable mortality","Males","Total","Number","2 087.5",""
"2015","Latvia","Treatable mortality","Males","Total","Rate","284.04",""
"2015","Latvia","Treatable mortality","Females","Total","Number","1 633",""
"2015","Latvia","Treatable mortality","Females","Total","Rate","153.67",""
"2015","Lithuania","Total","Total","Total","Number","14 372",""
"2015","Lithuania","Total","Total","Total","Rate","556.71",""
"2015","Lithuania","Total","Males","Total","Number","9 888",""
"2015","Lithuania","Total","Males","Total","Rate","904.78",""
"2015","Lithuania","Total","Females","Total","Number","4 484",""
"2015","Lithuania","Total","Females","Total","Rate","301.75",""
"2015","Lithuania","Preventable mortality","Total","Total","Number","8 925.5",""
"2015","Lithuania","Preventable mortality","Total","Total","Rate","343.73",""
"2015","Lithuania","Preventable mortality","Males","Total","Number","6 610.5",""
"2015","Lithuania","Preventable mortality","Males","Total","Rate","595.49",""
"2015","Lithuania","Preventable mortality","Females","Total","Number","2 315",""
"2015","Lithuania","Preventable mortality","Females","Total","Rate","156.39",""
"2015","Lithuania","Treatable mortality","Total","Total","Number","5 446.5",""
"2015","Lithuania","Treatable mortality","Total","Total","Rate","212.98",""
"2015","Lithuania","Treatable mortality","Males","Total","Number","3 277.5",""
"2015","Lithuania","Treatable mortality","Males","Total","Rate","309.28",""
"2015","Lithuania","Treatable mortality","Females","Total","Number","2 169",""
"2015","Lithuania","Treatable mortality","Females","Total","Rate","145.36",""
"2015","Luxembourg","Total","Total","Total","Number","888",""
"2015","Luxembourg","Total","Total","Total","Rate","205.48",""
"2015","Luxembourg","Total","Males","Total","Number","555",""
"2015","Luxembourg","Total","Males","Total","Rate","255.24",""
"2015","Luxembourg","Total","Females","Total","Number","333",""
"2015","Luxembourg","Total","Females","Total","Rate","155.99",""
"2015","Luxembourg","Preventable mortality","Total","Total","Number","591",""
"2015","Luxembourg","Preventable mortality","Total","Total","Rate","134.92",""
"2015","Luxembourg","Preventable mortality","Males","Total","Number","406",""
"2015","Luxembourg","Preventable mortality","Males","Total","Rate","185.29",""
"2015","Luxembourg","Preventable mortality","Females","Total","Number","185",""
"2015","Luxembourg","Preventable mortality","Females","Total","Rate","85.22",""
"2015","Luxembourg","Treatable mortality","Total","Total","Number","297",""
"2015","Luxembourg","Treatable mortality","Total","Total","Rate","70.56",""
"2015","Luxembourg","Treatable mortality","Males","Total","Number","149",""
"2015","Luxembourg","Treatable mortality","Males","Total","Rate","69.95",""
"2015","Luxembourg","Treatable mortality","Females","Total","Number","148",""
"2015","Luxembourg","Treatable mortality","Females","Total","Rate","70.77",""
"2015","Hungary","Total","Total","Total","Number","47 725",""
"2015","Hungary","Total","Total","Total","Rate","518.21",""
"2015","Hungary","Total","Males","Total","Number","30 208",""
"2015","Hungary","Total","Males","Total","Rate","737.58",""
"2015","Hungary","Total","Females","Total","Number","17 517",""
"2015","Hungary","Total","Females","Total","Rate","342.37",""
"2015","Hungary","Preventable mortality","Total","Total","Number","30 882",""
"2015","Hungary","Preventable mortality","Total","Total","Rate","334.32",""
"2015","Hungary","Preventable mortality","Males","Total","Number","20 698",""
"2015","Hungary","Preventable mortality","Males","Total","Rate","502.07",""
"2015","Hungary","Preventable mortality","Females","Total","Number","10 184",""
"2015","Hungary","Preventable mortality","Females","Total","Rate","198.75",""
"2015","Hungary","Treatable mortality","Total","Total","Number","16 843",""
"2015","Hungary","Treatable mortality","Total","Total","Rate","183.9",""
"2015","Hungary","Treatable mortality","Males","Total","Number","9 510",""
"2015","Hungary","Treatable mortality","Males","Total","Rate","235.51",""
"2015","Hungary","Treatable mortality","Females","Total","Number","7 333",""
"2015","Hungary","Treatable mortality","Females","Total","Rate","143.62",""
"2015","Malta","Total","Total","Total","Number","831",""
"2015","Malta","Total","Total","Total","Rate","200.85",""
"2015","Malta","Total","Males","Total","Number","535",""
"2015","Malta","Total","Males","Total","Rate","263.05",""
"2015","Malta","Total","Females","Total","Number","296",""
"2015","Malta","Total","Females","Total","Rate","140.81",""
"2015","Malta","Preventable mortality","Total","Total","Number","473.5",""
"2015","Malta","Preventable mortality","Total","Total","Rate","114.23",""
"2015","Malta","Preventable mortality","Males","Total","Number","347.5",""
"2015","Malta","Preventable mortality","Males","Total","Rate","170.43",""
"2015","Malta","Preventable mortality","Females","Total","Number","126",""
"2015","Malta","Preventable mortality","Females","Total","Rate","60.09",""
"2015","Malta","Treatable mortality","Total","Total","Number","357.5",""
"2015","Malta","Treatable mortality","Total","Total","Rate","86.61",""
"2015","Malta","Treatable mortality","Males","Total","Number","187.5",""
"2015","Malta","Treatable mortality","Males","Total","Rate","92.62",""
"2015","Malta","Treatable mortality","Females","Total","Number","170",""
"2015","Malta","Treatable mortality","Females","Total","Rate","80.72",""
"2015","Netherlands","Total","Total","Total","Number","31 578",""
"2015","Netherlands","Total","Total","Total","Rate","205.98",""
"2015","Netherlands","Total","Males","Total","Number","18 271",""
"2015","Netherlands","Total","Males","Total","Rate","241.49",""
"2015","Netherlands","Total","Females","Total","Number","13 307",""
"2015","Netherlands","Total","Females","Total","Rate","171.43",""
"2015","Netherlands","Preventable mortality","Total","Total","Number","20 760.5",""
"2015","Netherlands","Preventable mortality","Total","Total","Rate","135.27",""
"2015","Netherlands","Preventable mortality","Males","Total","Number","12 976",""
"2015","Netherlands","Preventable mortality","Males","Total","Rate","171.23",""
"2015","Netherlands","Preventable mortality","Females","Total","Number","7 784.5",""
"2015","Netherlands","Preventable mortality","Females","Total","Rate","100.15",""
"2015","Netherlands","Treatable mortality","Total","Total","Number","10 817.5",""
"2015","Netherlands","Treatable mortality","Total","Total","Rate","70.71",""
"2015","Netherlands","Treatable mortality","Males","Total","Number","5 295",""
"2015","Netherlands","Treatable mortality","Males","Total","Rate","70.26",""
"2015","Netherlands","Treatable mortality","Females","Total","Number","5 522.5",""
"2015","Netherlands","Treatable mortality","Females","Total","Rate","71.28",""
"2015","Austria","Total","Total","Total","Number","18 835",""
"2015","Austria","Total","Total","Total","Rate","245.81",""
"2015","Austria","Total","Males","Total","Number","12 267",""
"2015","Austria","Total","Males","Total","Rate","334.96",""
"2015","Austria","Total","Females","Total","Number","6 568",""
"2015","Austria","Total","Females","Total","Rate","164.37",""
"2015","Austria","Preventable mortality","Total","Total","Number","12 823",""
"2015","Austria","Preventable mortality","Total","Total","Rate","166.79",""
"2015","Austria","Preventable mortality","Males","Total","Number","8 923",""
"2015","Austria","Preventable mortality","Males","Total","Rate","242.3",""
"2015","Austria","Preventable mortality","Females","Total","Number","3 900",""
"2015","Austria","Preventable mortality","Females","Total","Rate","97.52",""
"2015","Austria","Treatable mortality","Total","Total","Number","6 012",""
"2015","Austria","Treatable mortality","Total","Total","Rate","79.02",""
"2015","Austria","Treatable mortality","Males","Total","Number","3 344",""
"2015","Austria","Treatable mortality","Males","Total","Rate","92.66",""
