"TIME","GEO","OWNER","UNIT","Value","Value_imp"
2016,"Croatia","Not-for-profit private ownership","Per hundred thousand inhabitants",3.36,FALSE
2016,"Croatia","For-profit private ownership","Number",269,FALSE
2016,"Croatia","For-profit private ownership","Inhabitants per ...",15510.93,FALSE
2016,"Croatia","For-profit private ownership","Per hundred thousand inhabitants",6.45,FALSE
2016,"Italy","Public ownership","Number",129082,FALSE
2016,"Italy","Public ownership","Inhabitants per ...",469.68,FALSE
2016,"Italy","Public ownership","Per hundred thousand inhabitants",212.91,FALSE
2016,"Italy","Not-for-profit private ownership","Number",7406,FALSE
2016,"Italy","Not-for-profit private ownership","Inhabitants per ...",8186.27,FALSE
2016,"Italy","Not-for-profit private ownership","Per hundred thousand inhabitants",12.22,FALSE
2016,"Italy","For-profit private ownership","Number",55827,FALSE
2016,"Italy","For-profit private ownership","Inhabitants per ...",1085.99,FALSE
2016,"Italy","For-profit private ownership","Per hundred thousand inhabitants",92.08,FALSE
2016,"Cyprus","Public ownership","Number",1562,FALSE
2016,"Cyprus","Public ownership","Inhabitants per ...",545.17,FALSE
2016,"Cyprus","Public ownership","Per hundred thousand inhabitants",183.43,FALSE
2016,"Cyprus","Not-for-profit private ownership","Number",0,FALSE
2016,"Cyprus","Not-for-profit private ownership","Inhabitants per ...",9063.31,TRUE
2016,"Cyprus","Not-for-profit private ownership","Per hundred thousand inhabitants",0,FALSE
2016,"Cyprus","For-profit private ownership","Number",1356,FALSE
2016,"Cyprus","For-profit private ownership","Inhabitants per ...",627.99,FALSE
2016,"Cyprus","For-profit private ownership","Per hundred thousand inhabitants",159.24,FALSE
2016,"Latvia","Public ownership","Number",10089,FALSE
2016,"Latvia","Public ownership","Inhabitants per ...",194.23,FALSE
2016,"Latvia","Public ownership","Per hundred thousand inhabitants",514.87,FALSE
2016,"Latvia","Not-for-profit private ownership","Number",0,FALSE
2016,"Latvia","Not-for-profit private ownership","Inhabitants per ...",9063.31,TRUE
2016,"Latvia","Not-for-profit private ownership","Per hundred thousand inhabitants",0,FALSE
2016,"Latvia","For-profit private ownership","Number",1119,FALSE
2016,"Latvia","For-profit private ownership","Inhabitants per ...",1751.15,FALSE
2016,"Latvia","For-profit private ownership","Per hundred thousand inhabitants",57.11,FALSE
2016,"Lithuania","Public ownership","Number",19032,FALSE
2016,"Lithuania","Public ownership","Inhabitants per ...",150.71,FALSE
2016,"Lithuania","Public ownership","Per hundred thousand inhabitants",663.54,FALSE
2016,"Lithuania","Not-for-profit private ownership","Number",0,FALSE
2016,"Lithuania","Not-for-profit private ownership","Inhabitants per ...",9063.31,TRUE
2016,"Lithuania","Not-for-profit private ownership","Per hundred thousand inhabitants",0,FALSE
2016,"Lithuania","For-profit private ownership","Number",161,FALSE
2016,"Lithuania","For-profit private ownership","Inhabitants per ...",17815.1,FALSE
2016,"Lithuania","For-profit private ownership","Per hundred thousand inhabitants",5.61,FALSE
2016,"Hungary","Public ownership","Number",69427,TRUE
2016,"Hungary","Public ownership","Inhabitants per ...",143.78,TRUE
2016,"Hungary","Public ownership","Per hundred thousand inhabitants",695.52,TRUE
2016,"Hungary","Not-for-profit private ownership","Number",2085,TRUE
2016,"Hungary","Not-for-profit private ownership","Inhabitants per ...",4796.17,TRUE
2016,"Hungary","Not-for-profit private ownership","Per hundred thousand inhabitants",20.85,TRUE
2016,"Hungary","For-profit private ownership","Number",187,TRUE
2016,"Hungary","For-profit private ownership","Inhabitants per ...",53255.74,TRUE
2016,"Hungary","For-profit private ownership","Per hundred thousand inhabitants",1.88,TRUE
2016,"Malta","Public ownership","Number",2005,FALSE
2016,"Malta","Public ownership","Inhabitants per ...",227.11,FALSE
2016,"Malta","Public ownership","Per hundred thousand inhabitants",440.31,FALSE
2016,"Malta","Not-for-profit private ownership","Number",0,FALSE
2016,"Malta","Not-for-profit private ownership","Inhabitants per ...",9063.31,TRUE
2016,"Malta","Not-for-profit private ownership","Per hundred thousand inhabitants",0,FALSE
2016,"Malta","For-profit private ownership","Number",122,FALSE
2016,"Malta","For-profit private ownership","Inhabitants per ...",3732.43,FALSE
2016,"Malta","For-profit private ownership","Per hundred thousand inhabitants",26.79,FALSE
2016,"Netherlands","Public ownership","Number",40301,TRUE
2016,"Netherlands","Public ownership","Inhabitants per ...",176.86,TRUE
2016,"Netherlands","Public ownership","Per hundred thousand inhabitants",565.4,TRUE
2016,"Netherlands","Not-for-profit private ownership","Number",58090,FALSE
2016,"Netherlands","Not-for-profit private ownership","Inhabitants per ...",293.17,FALSE
2016,"Netherlands","Not-for-profit private ownership","Per hundred thousand inhabitants",341.1,FALSE
2016,"Netherlands","For-profit private ownership","Number",10316,TRUE
2016,"Netherlands","For-profit private ownership","Inhabitants per ...",1024.27,TRUE
2016,"Netherlands","For-profit private ownership","Per hundred thousand inhabitants",97.63,TRUE
2016,"Austria","Public ownership","Number",44910,FALSE
2016,"Austria","Public ownership","Inhabitants per ...",194.54,FALSE
2016,"Austria","Public ownership","Per hundred thousand inhabitants",514.04,FALSE
2016,"Austria","Not-for-profit private ownership","Number",11185,FALSE
2016,"Austria","Not-for-profit private ownership","Inhabitants per ...",781.11,FALSE
2016,"Austria","Not-for-profit private ownership","Per hundred thousand inhabitants",128.02,FALSE
2016,"Austria","For-profit private ownership","Number",8743,FALSE
2016,"Austria","For-profit private ownership","Inhabitants per ...",999.28,FALSE
2016,"Austria","For-profit private ownership","Per hundred thousand inhabitants",100.07,FALSE
2016,"Poland","Public ownership","Number",198877,TRUE
2016,"Poland","Public ownership","Inhabitants per ...",190.95,TRUE
2016,"Poland","Public ownership","Per hundred thousand inhabitants",523.71,TRUE
2016,"Poland","Not-for-profit private ownership","Number",3770,TRUE
2016,"Poland","Not-for-profit private ownership","Inhabitants per ...",9592.02,TRUE
2016,"Poland","Not-for-profit private ownership","Per hundred thousand inhabitants",9.93,TRUE
2016,"Poland","For-profit private ownership","Number",45592,TRUE
2016,"Poland","For-profit private ownership","Inhabitants per ...",832.93,TRUE
2016,"Poland","For-profit private ownership","Per hundred thousand inhabitants",120.06,TRUE
2016,"Portugal","Public ownership","Number",24056,FALSE
2016,"Portugal","Public ownership","Inhabitants per ...",429.23,FALSE
2016,"Portugal","Public ownership","Per hundred thousand inhabitants",232.98,FALSE
2016,"Portugal","Not-for-profit private ownership","Number",7222,FALSE
2016,"Portugal","Not-for-profit private ownership","Inhabitants per ...",1429.72,FALSE
2016,"Portugal","Not-for-profit private ownership","Per hundred thousand inhabitants",69.94,FALSE
2016,"Portugal","For-profit private ownership","Number",3759,FALSE
2016,"Portugal","For-profit private ownership","Inhabitants per ...",2746.86,FALSE
2016,"Portugal","For-profit private ownership","Per hundred thousand inhabitants",36.41,FALSE
2016,"Romania","Public ownership","Number",127350,FALSE
2016,"Romania","Public ownership","Inhabitants per ...",154.71,FALSE
2016,"Romania","Public ownership","Per hundred thousand inhabitants",646.37,FALSE
2016,"Romania","Not-for-profit private ownership","Number",530,FALSE
2016,"Romania","Not-for-profit private ownership","Inhabitants per ...",37174.47,FALSE
2016,"Romania","Not-for-profit private ownership","Per hundred thousand inhabitants",2.69,FALSE
2016,"Romania","For-profit private ownership","Number",6883,FALSE
2016,"Romania","For-profit private ownership","Inhabitants per ...",2862.48,FALSE
2016,"Romania","For-profit private ownership","Per hundred thousand inhabitants",34.93,FALSE
2016,"Slovenia","Public ownership","Number",9165,FALSE
2016,"Slovenia","Public ownership","Inhabitants per ...",225.32,FALSE
2016,"Slovenia","Public ownership","Per hundred thousand inhabitants",443.82,FALSE
2016,"Slovenia","Not-for-profit private ownership","Number",0,FALSE
2016,"Slovenia","Not-for-profit private ownership","Inhabitants per ...",9063.31,TRUE
2016,"Slovenia","Not-for-profit private ownership","Per hundred thousand inhabitants",0,FALSE
2016,"Slovenia","For-profit private ownership","Number",101,FALSE
2016,"Slovenia","For-profit private ownership","Inhabitants per ...",20445.96,FALSE
2016,"Slovenia","For-profit private ownership","Per hundred thousand inhabitants",4.89,FALSE
2016,"Finland","Public ownership","Number",20798,FALSE
2016,"Finland","Public ownership","Inhabitants per ...",264.22,FALSE
2016,"Finland","Public ownership","Per hundred thousand inhabitants",378.47,FALSE
2016,"Finland","Not-for-profit private ownership","Number",253,TRUE
2016,"Finland","Not-for-profit private ownership","Inhabitants per ...",9063.31,TRUE
2016,"Finland","Not-for-profit private ownership","Per hundred thousand inhabitants",2.39,TRUE
2016,"Finland","For-profit private ownership","Number",1037,FALSE
2016,"Finland","For-profit private ownership","Inhabitants per ...",5299.23,FALSE
2016,"Finland","For-profit private ownership","Per hundred thousand inhabitants",18.87,FALSE
2016,"Iceland","Public ownership","Number",1051,FALSE
2016,"Iceland","Public ownership","Inhabitants per ...",319.16,FALSE
2016,"Iceland","Public ownership","Per hundred thousand inhabitants",313.32,FALSE
2016,"Iceland","Not-for-profit private ownership","Number",0,FALSE
2016,"Iceland","Not-for-profit private ownership","Inhabitants per ...",9063.31,TRUE
2016,"Iceland","Not-for-profit private ownership","Per hundred thousand inhabitants",0,FALSE
2016,"Iceland","For-profit private ownership","Number",0,FALSE
2016,"Iceland","For-profit private ownership","Inhabitants per ...",1024.27,TRUE
2016,"Iceland","For-profit private ownership","Per hundred thousand inhabitants",0,FALSE
2016,"Liechtenstein","Public ownership","Number",56,FALSE
2016,"Liechtenstein","Public ownership","Inhabitants per ...",673.5,FALSE
2016,"Liechtenstein","Public ownership","Per hundred thousand inhabitants",148.48,FALSE
2016,"Liechtenstein","Not-for-profit private ownership","Number",0,FALSE
2016,"Liechtenstein","Not-for-profit private ownership","Inhabitants per ...",9063.31,TRUE
2016,"Liechtenstein","Not-for-profit private ownership","Per hundred thousand inhabitants",0,FALSE
2016,"Liechtenstein","For-profit private ownership","Number",4,FALSE
2016,"Liechtenstein","For-profit private ownership","Inhabitants per ...",9429,FALSE
2016,"Liechtenstein","For-profit private ownership","Per hundred thousand inhabitants",10.61,FALSE
2016,"Norway","Public ownership","Number",14701,FALSE
2016,"Norway","Public ownership","Inhabitants per ...",356.07,FALSE
2016,"Norway","Public ownership","Per hundred thousand inhabitants",280.85,FALSE
2016,"Norway","Not-for-profit private ownership","Number",253,TRUE
2016,"Norway","Not-for-profit private ownership","Inhabitants per ...",9063.31,TRUE
2016,"Norway","Not-for-profit private ownership","Per hundred thousand inhabitants",2.39,TRUE
2016,"Norway","For-profit private ownership","Number",10316,TRUE
2016,"Norway","For-profit private ownership","Inhabitants per ...",1024.27,TRUE
2016,"Norway","For-profit private ownership","Per hundred thousand inhabitants",97.63,TRUE
2016,"United Kingdom","Public ownership","Number",168934,FALSE
2016,"United Kingdom","Public ownership","Inhabitants per ...",388.39,FALSE
2016,"United Kingdom","Public ownership","Per hundred thousand inhabitants",257.48,FALSE
2016,"United Kingdom","Not-for-profit private ownership","Number",253,TRUE
2016,"United Kingdom","Not-for-profit private ownership","Inhabitants per ...",9063.31,TRUE
2016,"United Kingdom","Not-for-profit private ownership","Per hundred thousand inhabitants",2.39,TRUE
2016,"United Kingdom","For-profit private ownership","Number",10316,TRUE
2016,"United Kingdom","For-profit private ownership","Inhabitants per ...",1024.27,TRUE
2016,"United Kingdom","For-profit private ownership","Per hundred thousand inhabitants",97.63,TRUE
2016,"Montenegro","Public ownership","Number",2446,FALSE
2016,"Montenegro","Public ownership","Inhabitants per ...",254.42,FALSE
2016,"Montenegro","Public ownership","Per hundred thousand inhabitants",393.06,FALSE
2016,"Montenegro","Not-for-profit private ownership","Number",0,FALSE
2016,"Montenegro","Not-for-profit private ownership","Inhabitants per ...",9063.31,TRUE
2016,"Montenegro","Not-for-profit private ownership","Per hundred thousand inhabitants",0,FALSE
2016,"Montenegro","For-profit private ownership","Number",10316,TRUE
2016,"Montenegro","For-profit private ownership","Inhabitants per ...",1024.27,TRUE
2016,"Montenegro","For-profit private ownership","Per hundred thousand inhabitants",97.63,TRUE
2016,"North Macedonia","Public ownership","Number",8730,FALSE
2016,"North Macedonia","Public ownership","Inhabitants per ...",237.4,FALSE
2016,"North Macedonia","Public ownership","Per hundred thousand inhabitants",421.23,FALSE
2016,"North Macedonia","Not-for-profit private ownership","Number",0,FALSE
2016,"North Macedonia","Not-for-profit private ownership","Inhabitants per ...",9063.31,TRUE
2016,"North Macedonia","Not-for-profit private ownership","Per hundred thousand inhabitants",0,FALSE
2016,"North Macedonia","For-profit private ownership","Number",329,FALSE
2016,"North Macedonia","For-profit private ownership","Inhabitants per ...",6299.36,FALSE
2016,"North Macedonia","For-profit private ownership","Per hundred thousand inhabitants",15.87,FALSE
2016,"Serbia","Public ownership","Number",39458,FALSE
2016,"Serbia","Public ownership","Inhabitants per ...",178.88,FALSE
2016,"Serbia","Public ownership","Per hundred thousand inhabitants",559.03,FALSE
